id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
3672,shortcut,verb,2100,近道する,,
3673,elongate,verb,2200,延長する,引き伸ばす,
3674,perpetuate,verb,2700,永続させる,不朽のものにする,
3675,immortalize,verb,2900,不朽のものにする,不滅にする,
3676,memorialize,verb,2900,記念する,追悼する,
3677,observe,verb,1700,祝う,観察する,
3678,solemnize,verb,2500,厳粛に祝う,挙式する,
3679,hallow,verb,1600,神聖にする,尊ぶ,
3680,sanctify,verb,2100,神聖にする,清める,
3681,consecrate,verb,2700,神聖にする,ささげる,
3682,dedicate,verb,2000,ささげる,献呈する,
3683,devote,verb,1600,ささげる,専念させる,
3684,commit,verb,1500,委ねる,犯す,
3685,entrust,verb,1800,委託する,任せる,
3686,apportion,verb,2500,分配する,配分する,
3687,administer,verb,2700,管理する,投与する,
3688,supervise,verb,2400,監督する,管理する,
3689,oversee,verb,1800,監督する,見落とす,
3690,superintend,verb,2900,監督する,管理する,
3691,preside,verb,2100,主宰する,司会する,
3692,moderate,verb,2100,司会する,和らげる,
3693,streamline,verb,2700,合理化する,流線形にする,
3694,economize,verb,2500,節約する,倹約する,
3695,billet,verb,1600,宿泊させる,割り当てる,
3696,quarter,verb,1800,宿泊させる,4等分する,
3697,bivouac,verb,1800,野営する,,
3698,camp,verb,900,キャンプする,野営する,
3699,encamp,verb,1600,野営する,陣を張る,
3700,pitch,verb,1100,テントを張る,投げる,
3701,cobble,verb,1600,継ぎ合わせる,修理する,
3702,rig,verb,700,装備する,不正操作する,
3703,outfit,verb,1600,装備する,服を着せる,
3704,equip,verb,1300,装備する,備え付ける,
3705,furnish,verb,1700,備え付ける,提供する,
3706,provide,verb,1600,提供する,供給する,
3707,cater,verb,1200,料理を提供する,応じる,
3708,tender,verb,1500,提供する,入札する,
3709,proffer,verb,1800,差し出す,提供する,
3710,patronize,verb,2500,後援する,ひいきにする,
3711,sponsor,verb,1700,後援する,スポンサーになる,
3712,subsidize,verb,2500,補助金を出す,助成する,
3713,underwrite,verb,2700,引き受ける,保証する,
3714,attest,verb,1600,証明する,立証する,
3715,testify,verb,1900,証言する,証明する,
3716,behold,verb,1600,見る,目にする,
3717,perceive,verb,2100,知覚する,認識する,
3718,heed,verb,1000,注意を払う,気をつける,
3719,deem,verb,1000,思う,みなす,
3720,reckon,verb,2000,思う,計算する,
3721,assess,verb,1600,評価する,査定する,
3722,evaluate,verb,2100,評価する,査定する,
3723,appraise,verb,2100,評価する,鑑定する,
3724,gauge,verb,1300,測定する,判断する,
3725,quantify,verb,2200,定量化する,数値化する,
3726,calculate,verb,2200,計算する,算出する,
3727,compute,verb,1700,計算する,コンピュータで処理する,
3728,tally,verb,1200,計算する,一致する,
3729,enumerate,verb,2500,列挙する,数え上げる,
3730,itemize,verb,2000,箇条書きにする,項目を挙げる,
3731,catalog,verb,1800,目録を作る,分類する,
3732,tabulate,verb,2200,表にする,集計する,
3733,chart,verb,1200,図表にする,海図に記入する,
3734,graph,verb,1200,グラフにする,,
3735,diagram,verb,1700,図式化する,図解する,
3736,delineate,verb,2500,描写する,描く,
3737,retrace,verb,2100,引き返す,たどる,
3738,tail,verb,900,尾行する,後をつける,
3739,stalk,verb,1200,つけ回す,忍び寄る,
3740,hound,verb,1300,しつこく追い回す,追跡する,
3741,prosecute,verb,2400,起訴する,遂行する,
3742,sue,verb,700,訴える,懇願する,
3743,litigate,verb,2100,訴訟を起こす,争う,
3744,indict,verb,2100,起訴する,告発する,
3745,arraign,verb,1800,罪状認否する,告発する,
3746,implicate,verb,2500,関係させる,巻き込む,
3747,incriminate,verb,2900,罪を着せる,有罪の証拠を示す,
3748,accuse,verb,1500,告発する,非難する,
3749,allege,verb,1600,主張する,申し立てる,
3750,contend,verb,1700,主張する,争う,
3751,insist,verb,2000,主張する,言い張る,
3752,persevere,verb,2500,忍耐する,粘り強く続ける,
3753,disprove,verb,2100,反証する,誤りを証明する,
3754,abrogate,verb,2100,廃止する,無効にする,
3755,override,verb,2100,無効にする,優先する,
3756,overrule,verb,2100,却下する,無効にする,
3757,veto,verb,1000,拒否権を行使する,禁止する,
3758,proscribe,verb,2500,禁止する,追放する,
3759,outlaw,verb,1600,違法とする,法外とする,
3760,interdict,verb,2500,禁止する,遮断する,
3761,enjoin,verb,1600,禁じる,命じる,
3762,mandate,verb,1900,命じる,委任する,
3763,ordain,verb,1600,命じる,任命する,
3764,dictate,verb,1900,指図する,書き取らせる,
3765,prescribe,verb,2400,処方する,規定する,
3766,stipulate,verb,2500,規定する,明記する,
3767,depute,verb,1600,代理を立てる,派遣する,
3768,deputize,verb,2100,代理を務める,代理に任命する,
3769,evince,verb,1600,示す,明示する,
3770,lay,verb,700,置く,横たえる,
3771,deposit,verb,1700,預ける,堆積させる,
3772,stow,verb,1000,しまう,積み込む,
3773,aggregate,verb,2400,集める,総計する,
3774,collate,verb,2000,照合する,整理する,
3775,marshal,verb,1800,整列させる,集結させる,
3776,summon,verb,1600,召喚する,呼び出す,
3777,beckon,verb,1600,手招きする,誘う,
3778,greet,verb,1100,あいさつする,迎える,
3779,welcome,verb,1600,歓迎する,喜んで受け入れる,
3780,curtsy,verb,1600,お辞儀する,おじぎする,
3781,cozy,verb,900,居心地よくする,親密にする,
3782,nuzzle,verb,1600,鼻をすりつける,寄り添う,
3783,rap,verb,700,コツコツたたく,ラップする,
3784,bang,verb,900,バタンと鳴らす,強く打つ,
3785,clap,verb,900,拍手する,パチンと打つ,
3786,champion,verb,2100,擁護する,支持する,
3787,further,verb,1700,促進する,さらに,
3788,prop,verb,1000,支える,つっかい棒をする,
3789,buttress,verb,2100,支える,控え壁で支える,
3790,brace,verb,1200,支える,身構える,
3791,bolster,verb,1800,強化する,支える,
3792,invigorate,verb,2700,活気づける,元気づける,
3793,energize,verb,2100,活気づける,エネルギーを与える,
3794,vitalize,verb,2100,活気づける,生命を与える,
3795,animate,verb,1900,活気づける,アニメ化する,
3796,enliven,verb,2000,活気づける,楽しくする,
3797,liven,verb,2000,活気づける,元気にする,
3798,perk,verb,1000,元気づける,立てる,
3799,revitalize,verb,2700,活性化する,再活性化する,
3800,rejuvenate,verb,2700,若返らせる,活性化する,
3801,regenerate,verb,2700,再生する,刷新する,
3802,renovate,verb,2100,改装する,刷新する,
3803,refurbish,verb,2500,改装する,一新する,
3804,rehabilitate,verb,2900,更生させる,復旧する,
3805,recondition,verb,2900,修理する,調整し直す,
3806,overhaul,verb,2100,分解修理する,徹底的に改革する,
3807,revamp,verb,2100,改造する,改革する,
3808,remodel,verb,2100,改造する,作り直す,
3809,redesign,verb,2100,再設計する,デザインし直す,
3810,rework,verb,2100,作り直す,再加工する,
3811,redo,verb,900,やり直す,再び行う,
3812,remake,verb,2000,作り直す,リメイクする,
3813,reconstruct,verb,2900,再建する,再構成する,
3814,rebuild,verb,2000,再建する,建て直す,
3815,recreate,verb,2000,再現する,娯楽を与える,
3816,falsify,verb,2000,改ざんする,偽る,
3817,concoct,verb,1800,でっち上げる,調合する,
3818,contrive,verb,2100,考案する,何とかやり遂げる,
3819,devise,verb,1900,考案する,工夫する,
3820,invent,verb,2000,発明する,でっち上げる,
3821,conceive,verb,2100,思いつく,妊娠する,
3822,envision,verb,2100,心に描く,想像する,
3823,envisage,verb,2100,心に描く,予想する,
3824,visualize,verb,2500,心に描く,視覚化する,
3825,imagine,verb,1600,想像する,思う,
3826,fancy,verb,1200,想像する,好む,
3827,fantasize,verb,2400,空想する,夢想する,
3828,daydream,verb,2100,空想にふける,白日夢を見る,
3829,muse,verb,1000,熟考する,瞑想する,
3830,ponder,verb,1600,熟考する,じっくり考える,
3831,contemplate,verb,2900,熟考する,じっと見つめる,
3832,meditate,verb,2100,瞑想する,熟考する,
3833,ruminate,verb,2100,熟考する,反芻する,
3834,deliberate,verb,2700,熟考する,協議する,
3835,reflect,verb,2000,熟考する,反射する,
3836,brood,verb,1200,思い悩む,抱卵する,
3837,obsess,verb,1600,取りつく,強迫観念にとらわれる,
3838,preoccupy,verb,2500,心を奪う,先に占める,
3839,engross,verb,1900,夢中にさせる,没頭させる,
3840,absorb,verb,1600,吸収する,夢中にさせる,
3841,delve,verb,1300,掘り下げる,探求する,
3842,explore,verb,1700,探検する,調査する,
3843,investigate,verb,2900,調査する,捜査する,
3844,examine,verb,1700,調べる,検査する,
3845,inspect,verb,2100,検査する,視察する,
3846,scrutinize,verb,2700,精査する,じっと見る,
3847,scan,verb,900,ざっと見る,スキャンする,
3848,analyze,verb,1700,分析する,解析する,
3849,dissect,verb,2100,解剖する,詳しく調べる,
3850,parse,verb,1200,解析する,分解する,
3851,decipher,verb,2100,解読する,判読する,
3852,decode,verb,1600,解読する,復号する,
3853,decrypt,verb,1800,復号する,解読する,
3854,haggle,verb,1600,値切る,言い争う,
3855,barter,verb,1600,物々交換する,取引する,
3856,exchange,verb,2000,交換する,両替する,
3857,swap,verb,900,交換する,取り替える,
3858,interchange,verb,2900,交換する,入れ替える,
3859,transpose,verb,2400,入れ替える,移調する,
3860,invert,verb,2100,逆にする,反転させる,
3861,reverse,verb,2000,逆にする,反対にする,
3862,depose,verb,1600,退位させる,証言する,
3863,dethrone,verb,2100,退位させる,王位を奪う,
3864,unseat,verb,2100,座から降ろす,失脚させる,
3865,usurp,verb,1400,奪う,簒奪する,
3866,commandeer,verb,2700,徴発する,強制的に使用する,
3867,confiscate,verb,2700,没収する,押収する,
3868,impound,verb,2100,押収する,囲い込む,
3869,sequestrate,verb,2900,差し押さえる,隔離する,
3870,appropriate,verb,2900,充当する,盗用する,
3871,expropriate,verb,2900,収用する,没収する,
3872,nationalize,verb,2900,国有化する,帰化させる,
3873,privatize,verb,2500,民営化する,私有化する,
3874,denationalize,verb,3200,民営化する,国籍を剥奪する,
3875,municipalize,verb,2900,市営化する,,
3876,socialize,verb,2400,社会化する,社交的にする,
3877,collectivize,verb,2900,集団化する,共有化する,
3878,communalize,verb,2900,共有化する,共同体化する,
3879,communize,verb,2500,共産化する,共有化する,
3880,democratize,verb,2900,民主化する,,
3881,liberalize,verb,2700,自由化する,寛大にする,
3882,deregulate,verb,2700,規制緩和する,,
3883,decentralize,verb,2900,分権化する,地方分散する,
3884,centralize,verb,2700,集中化する,中央集権化する,
3885,glue,verb,900,接着する,のり付けする,
3886,affix,verb,1300,貼り付ける,付加する,
3887,append,verb,1600,付け加える,添付する,
3888,annex,verb,1400,併合する,付け加える,
3889,hitch,verb,1200,結ぶ,引っ掛ける,
3890,strap,verb,1100,縛る,革ひもで縛る,
3891,pin,verb,700,ピンで留める,押さえつける,
3892,tack,verb,900,鋲で留める,仮縫いする,
3893,staple,verb,1500,ホチキスで留める,主要な,
3894,rivet,verb,1200,リベットで留める,釘付けにする,
3895,screw,verb,1100,ねじで留める,だます,
3896,bolt,verb,900,ボルトで留める,飛び出す,
3897,clamp,verb,1200,クランプで固定する,締めつける,
3898,pluck,verb,1200,つまむ,勇気を出す,
3899,cull,verb,1000,選び取る,間引く,
3900,glean,verb,1200,拾い集める,少しずつ集める,
3901,garner,verb,1600,集める,蓄える,
3902,cache,verb,1200,隠し場所に貯える,,
3903,squirrel,verb,2100,蓄える,せかせかと動く,
3904,stash,verb,1100,隠す,しまう,
3905,inhume,verb,2100,埋葬する,,
3906,cremate,verb,1900,火葬にする,,
3907,incinerate,verb,2700,焼却する,灰にする,
3908,carbonize,verb,2500,炭化させる,,
3909,calcine,verb,1800,焼いて粉にする,焼成する,
3910,oxidize,verb,1900,酸化させる,さびる,
3911,rust,verb,1000,さびる,さびさせる,
3912,corrode,verb,1700,腐食する,むしばむ,
3913,erode,verb,1300,侵食する,浸食される,
3914,abrade,verb,1600,すり減らす,擦りむく,
3915,mill,verb,900,製粉する,粉にする,
3916,grate,verb,1100,すりおろす,きしむ,
3917,shred,verb,1200,細かく切る,ずたずたにする,
3918,mince,verb,1200,細かく切る,気取って歩く,
3919,dice,verb,900,さいの目に切る,サイコロ遊びをする,
3920,hack,verb,900,切り刻む,ハッキングする,
3921,hew,verb,700,切る,たたき切る,
3922,cleave,verb,1600,割る,くっつく,
3923,slit,verb,900,切り込みを入れる,裂く,
3924,slash,verb,1200,切りつける,大幅に削減する,
3925,gash,verb,1000,深く切る,深い傷,
3926,lacerate,verb,2100,裂く,ずたずたに切る,
3927,mangle,verb,1600,ずたずたにする,台無しにする,
3928,mutilate,verb,2100,切断する,損傷する,
3929,maim,verb,1100,不具にする,重傷を負わせる,
3930,cripple,verb,1800,不具にする,麻痺させる,
3931,disable,verb,2100,無力にする,無効にする,
3932,incapacitate,verb,2900,無力にする,資格を奪う,
3933,debilitate,verb,2700,衰弱させる,弱体化させる,
3934,enfeeble,verb,2100,衰弱させる,弱める,
3935,enervate,verb,2100,衰弱させる,活力を奪う,
3936,sap,verb,700,活力を奪う,徐々に弱める,
3937,drain,verb,1200,排水する,使い果たす,
3938,deplete,verb,1800,枯渇させる,消耗させる,
3939,exhaust,verb,1700,疲れ果てさせる,使い果たす,
3940,fatigue,verb,1700,疲れさせる,疲労させる,
3941,tire,verb,900,疲れさせる,飽きさせる,
3942,weary,verb,1200,疲れさせる,うんざりさせる,
3943,pall,verb,1000,飽きさせる,覆う,
3944,cloy,verb,1100,飽き飽きさせる,甘ったるくする,
3945,surfeit,verb,2100,飽き飽きさせる,食べ過ぎる,
3946,satiate,verb,1900,満腹にする,飽き飽きさせる,
3947,sate,verb,1000,満足させる,飽き飽きさせる,
3948,glut,verb,1000,満腹にする,供給過剰にする,
3949,lade,verb,1000,積む,積載する,
3950,encumber,verb,2100,妨げる,負担をかける,
3951,levy,verb,1100,課税する,徴収する,
3952,impose,verb,2000,課す,押しつける,
3953,inflict,verb,2000,与える,負わせる,
3954,extort,verb,1600,強要する,ゆすり取る,
3955,wring,verb,1300,絞る,無理に得る,
3956,elicit,verb,1700,引き出す,引き起こす,
3957,evoke,verb,1400,呼び起こす,喚起する,
3958,invoke,verb,2000,呼び起こす,援用する,
3959,conjure,verb,1800,呼び出す,魔法を使う,
3960,waken,verb,1900,目覚めさせる,起こす,
3961,wake,verb,900,目覚める,起こす,
3962,budge,verb,1200,動く,動かす,
3963,dislocate,verb,2500,脱臼させる,混乱させる,
3964,abide,verb,1200,我慢する,従う,
3965,condone,verb,1800,大目に見る,許す,
